,code,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,continent,cc,country_name,country,per_capita,cumulative,pop,gdp
185,SWZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.033,0.004,0.0,0.0,0.011000000000000001,0.081,0.20199999999999999,0.22699999999999998,0.278,0.304,0.366,0.39899999999999997,0.381,0.37,0.311,0.337,0.33299999999999996,0.341,0.44,0.447,0.465,0.436,0.436,0.271,0.33299999999999996,0.44,0.45799999999999996,0.436,0.436,0.436,0.9640000000000001,0.8759999999999999,0.835,0.711,1.081,1.063,0.7909999999999999,1.147,1.165,1.242,1.213,1.0959999999999999,1.081,1.004,1.0,1.015,1.015,1.052,1.033,1.074,1.015,1.026,1.1909999999999998,1.546,0.9009999999999999,0.978,1.18,0.986,0.988,0.9740000000000001,Africa,AF,"Swaziland, Kingdom of",Eswatini,0.0,0.004,273000.0,204426000.0
186,SXM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.061,0.141,0.17600000000000002,0.22899999999999998,0.19,0.18600000000000003,0.19899999999999998,0.22,0.247,0.268,0.313,0.33899999999999997,0.317,0.256,0.312,0.182,0.293,0.368,0.428,0.479,0.5429999999999999,0.556,0.0,0.6970000000000001,1.099,0.634,0.7340000000000001,1.485,1.228,1.589,1.085,0.95,1.2229999999999999,1.052,1.0979999999999999,1.206,1.155,1.123,1.008,0.9420000000000001,1.161,1.079,1.412,1.58,1.375,1.3330000000000002,1.479,1.34,0.971,2.073,1.083,0.922,0.968,0.996,0.948,1.06,0.545,1.361,1.5930000000000002,0.305,0.271,0.267,0.509,0.545,0.435,0.358,0.5529999999999999,0.53,0.525,0.491,0.514,0.027999999999999997,0.213,0.564,0.574,0.5539999999999999,0.5539999999999999,0.581,0.5760000000000001,0.6,0.6759999999999999,0.65,0.665,0.45799999999999996,0.585,0.696,0.7140000000000001,0.733,0.755,0.762,0.7509999999999999,0.773,0.753,North America,,Sint Maarten (Netherlands),Sint Maarten (Dutch part),0.0,0.057,0.0,0.0
187,SYC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.028999999999999998,0.033,0.044000000000000004,0.048,0.055,0.059000000000000004,0.081,0.084,0.077,0.121,0.095,0.099,0.084,0.099,0.099,0.15,0.165,0.20199999999999999,0.198,0.23399999999999999,0.15,0.172,0.172,0.183,0.20199999999999999,0.198,0.23399999999999999,0.341,0.43200000000000005,0.509,0.5720000000000001,0.634,0.539,0.55,0.736,0.6890000000000001,0.733,0.6409999999999999,0.6920000000000001,0.524,0.44299999999999995,0.326,0.42100000000000004,0.33,0.48700000000000004,0.48,0.594,0.586,0.605,0.623,Africa,AF,"Seychelles, Republic of",Seychelles,0.163,0.006999999999999999,45000.0,242595008.0
188,SYR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.011000000000000001,0.015,0.011000000000000001,0.015,0.028999999999999998,0.062,0.062,0.057999999999999996,0.022000000000000002,0.022000000000000002,0.055,0.036000000000000004,0.018000000000000002,0.018000000000000002,0.022000000000000002,0.025,0.025,0.028999999999999998,0.414,0.381,0.47600000000000003,0.512,0.578,1.6440000000000001,2.003,1.9809999999999999,2.168,2.226,3.219,3.0610000000000004,3.2,3.6060000000000003,4.361000000000001,3.6719999999999997,4.9110000000000005,4.603,5.954,7.233,6.65,8.874,7.756,7.885,9.654,11.171,13.737,14.632,15.181,22.485,20.726999999999997,26.535,24.364,27.775,32.849000000000004,29.389,31.073,35.943000000000005,36.679,34.271,37.045,42.201,42.56100000000001,45.222,46.19,41.2,42.321999999999996,45.376999999999995,49.758,51.771,50.482,48.141000000000005,38.439,53.581,50.385,49.881,52.84,65.718,66.877,61.562,60.716,56.138999999999996,43.79,35.809,30.112,28.675,28.508000000000003,26.401,25.878,26.961,Asia,AS,Syrian Arab Republic,Syria,0.001,0.004,2581567.0,0.0
189,TCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028999999999999998,0.028999999999999998,0.033,0.04,0.044000000000000004,0.048,0.048,0.055,0.059000000000000004,0.066,0.07,0.073,0.099,0.10300000000000001,0.10300000000000001,0.121,0.14300000000000002,0.165,0.172,0.18,0.183,0.183,0.183,0.187,0.198,0.205,0.21600000000000003,0.231,0.23800000000000002,0.231,North America,,Turks and Caicos Islands,Turks and Caicos Islands,2.443,0.028999999999999998,12000.0,0.0
190,TCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.055,0.051,0.084,0.092,0.099,0.106,0.084,0.11699999999999999,0.125,0.161,0.125,0.15,0.121,0.161,0.15,0.183,0.183,0.198,0.19399999999999998,0.20199999999999999,0.209,0.209,0.205,0.205,0.21600000000000003,0.18,0.187,0.198,0.066,0.10300000000000001,0.377,0.385,0.40700000000000003,0.40299999999999997,0.40700000000000003,0.42100000000000004,0.436,0.451,0.462,0.47600000000000003,0.48700000000000004,0.502,0.509,0.7440000000000001,0.747,0.7659999999999999,0.7909999999999999,0.8540000000000001,0.927,0.9420000000000001,0.997,1.1179999999999999,0.614,0.655,0.9890000000000001,0.696,0.993,0.997,1.008,1.03,Africa,AF,"Chad, Republic of",Chad,0.021,0.062,2945000.0,4474535936.0
191,TGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.026000000000000002,0.044000000000000004,0.028999999999999998,0.033,0.04,0.04,0.048,0.048,0.055,0.066,0.092,0.08800000000000001,0.106,0.132,0.132,0.18,0.198,0.19399999999999998,0.242,0.275,0.315,0.405,0.41200000000000003,0.39,0.311,0.322,0.462,0.355,1.381,0.7929999999999999,0.705,0.8170000000000001,0.622,0.693,0.657,0.846,0.9229999999999999,0.961,1.021,0.973,1.048,1.031,1.069,1.005,1.175,1.265,0.879,1.29,1.85,1.331,1.159,1.3219999999999998,1.805,1.744,1.722,1.501,1.517,1.5230000000000001,2.741,2.596,2.504,2.2159999999999997,2.129,2.238,2.6860000000000004,3.0980000000000003,3.049,3.167,3.261,Africa,AF,"Togo, Togolese Republic",Togo,0.018000000000000002,0.026000000000000002,1395000.0,1063004032.0
192,THA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028999999999999998,0.025,0.022000000000000002,0.025,0.025,0.028999999999999998,0.036000000000000004,0.04,0.047,0.057999999999999996,0.057999999999999996,0.0,0.033,0.015,0.0,0.0,0.028999999999999998,0.04,0.062,0.956,1.091,1.278,1.6440000000000001,2.05,2.373,2.6180000000000003,2.9219999999999997,3.017,3.321,3.7089999999999996,4.141,5.027,5.562,7.47,7.44,9.465,12.15,17.076,14.54,15.353,19.221,21.805,24.42,24.211,24.372,28.715999999999998,32.065,34.946999999999996,36.586,39.955999999999996,37.817,37.635999999999996,42.117,45.556000000000004,48.23,49.223,56.306000000000004,66.203,77.78399999999999,87.917,96.74600000000001,106.094,121.213,134.507,156.636,173.729,179.06,159.239,166.143,170.69799999999998,182.484,192.054,203.237,218.514,224.34599999999998,227.717,230.762,228.11599999999999,243.27900000000002,256.422,253.801,270.175,286.069,279.994,283.293,281.705,286.336,292.453,288.28,Asia,AS,"Thailand, Kingdom of",Thailand,0.002,0.028999999999999998,13025963.0,0.0
193,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.008,0.009000000000000001,0.006999999999999999,0.01,0.011000000000000001,0.015,0.015,0.013999999999999999,0.017,0.02,0.025,0.025,0.033,0.034,0.039,0.042,0.044000000000000004,0.05,0.051,0.055,0.055999999999999994,0.06,0.062,0.067,0.076,0.084,0.08900000000000001,0.10400000000000001,0.106,0.122,0.124,0.14300000000000002,0.161,0.187,0.21100000000000002,0.217,0.21,0.205,0.228,0.204,0.23199999999999998,0.26,0.262,0.276,0.271,0.281,0.318,0.34600000000000003,0.312,0.28600000000000003,0.305,0.281,0.11199999999999999,0.096,0.087,0.095,0.115,0.127,0.152,0.15,0.217,0.27,0.3,0.32299999999999995,0.439,0.528,0.595,0.664,0.804,0.91,1.043,1.067,1.126,1.14,1.3659999999999999,1.2,0.653,0.6809999999999999,0.988,1.046,1.175,1.415,1.506,1.712,1.9080000000000001,2.068,2.215,2.343,2.559,2.9019999999999997,3.181,3.4810000000000003,3.716,3.907,4.0680000000000005,4.195,4.4030000000000005,4.7219999999999995,5.022,5.327999999999999,5.626,5.882999999999999,6.0489999999999995,6.2989999999999995,6.626,7.032,7.4,7.7139999999999995,8.01,8.421,8.745,9.042,9.352,9.429,9.8,9.613999999999999,9.795,9.934,10.023,10.809000000000001,10.837,10.792,11.081,10.833,10.133,9.122,7.295,5.1610000000000005,2.347,2.443,2.822,2.149,2.494,2.516,2.2319999999999998,2.285,1.8730000000000002,2.062,2.5469999999999997,2.421,2.634,3.2039999999999997,2.8819999999999997,2.431,2.51,2.316,2.904,2.8689999999999998,4.485,5.162999999999999,6.305,6.872999999999999,7.473,8.98,Asia,AS,"Tajikistan, Republic of",Tajikistan,0.0,0.0,512083.0,0.0
194,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.006,0.006,0.008,0.01,0.009000000000000001,0.009000000000000001,0.01,0.01,0.032,0.036000000000000004,0.03,0.040999999999999995,0.044000000000000004,0.06,0.061,0.057999999999999996,0.07,0.081,0.1,0.102,0.133,0.13699999999999998,0.161,0.16899999999999998,0.17800000000000002,0.203,0.20600000000000002,0.22399999999999998,0.23,0.243,0.254,0.27399999999999997,0.31,0.342,0.36200000000000004,0.424,0.43200000000000005,0.496,0.505,0.584,0.655,0.76,0.861,0.884,0.8540000000000001,0.835,0.929,0.8290000000000001,0.946,1.0590000000000002,1.0659999999999998,1.125,1.103,1.1440000000000001,1.296,1.4080000000000001,1.271,1.166,1.2429999999999999,1.1440000000000001,0.456,0.39,0.355,0.385,0.47,0.519,0.619,0.61,0.885,1.1,1.2229999999999999,1.317,1.79,2.15,2.423,2.707,3.275,3.707,4.251,4.3469999999999995,4.588,4.644,5.567,4.891,2.657,2.773,4.022,4.2589999999999995,4.787,5.765,6.136,6.975,7.776,8.427999999999999,9.025,9.549,10.43,11.827,12.966,14.189,15.145,15.924000000000001,16.58,17.098,17.945,19.244,20.465,21.709,22.927,23.973000000000003,24.646,25.666,26.997,28.653000000000002,30.151,31.43,32.633,34.308,35.621,36.825,38.082,38.39,39.894,39.132,39.865,40.427,40.783,43.977,44.083999999999996,43.901,45.07,44.059,41.162,35.617,31.995,27.518,33.443000000000005,33.931999999999995,30.604,30.555999999999997,32.025,37.605,37.466,38.0,39.89,44.52,46.446999999999996,48.232,49.372,55.89,56.666000000000004,50.17100000000001,57.108999999999995,62.181999999999995,64.533,66.374,68.032,70.23100000000001,70.164,70.193,78.035,85.647,Asia,AS,Turkmenistan,Turkmenistan,0.001,0.0,403139.0,0.0
195,TLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.161,0.17600000000000002,0.17600000000000002,0.18,0.183,0.20199999999999999,0.22699999999999998,0.23399999999999999,0.245,0.293,0.44299999999999995,0.513,0.502,0.495,0.498,0.52,0.5539999999999999,Asia,AS,"Timor-Leste, Democratic Republic of",Timor,0.175,0.161,923000.0,0.0
196,TON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.015,0.015,0.011000000000000001,0.026000000000000002,0.018000000000000002,0.022000000000000002,0.026000000000000002,0.022000000000000002,0.033,0.028999999999999998,0.028999999999999998,0.037000000000000005,0.04,0.04,0.048,0.044000000000000004,0.048,0.048,0.048,0.048,0.055,0.07,0.07,0.077,0.095,0.07,0.084,0.092,0.095,0.077,0.099,0.08800000000000001,0.11,0.095,0.08800000000000001,0.10300000000000001,0.11699999999999999,0.11,0.114,0.128,0.114,0.121,0.132,0.11699999999999999,0.10300000000000001,0.106,0.114,0.114,0.121,0.128,0.158,0.165,0.175,Oceania,OC,"Tonga, Kingdom of",Tonga,0.156,0.006999999999999999,47000.0,0.0
197,TTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.066,0.125,0.198,0.22399999999999998,0.289,0.33299999999999996,0.414,0.528,0.769,0.649,0.868,1.0,0.982,1.209,1.656,1.946,1.96,2.099,3.2319999999999998,3.594,3.6460000000000004,3.074,3.2539999999999996,4.067,4.7780000000000005,5.0889999999999995,5.7410000000000005,7.247000000000001,8.339,9.453,10.735999999999999,9.9,10.665999999999999,10.274000000000001,10.772,11.020999999999999,10.937000000000001,12.003,12.640999999999998,13.751,2.352,2.5140000000000002,2.7960000000000003,2.935,2.8360000000000003,2.722,2.8789999999999996,2.5639999999999996,3.477,3.092,2.5789999999999997,4.598,7.232,1.307,3.792,5.191,4.052,4.6339999999999995,4.037,3.9010000000000002,8.99,8.096,8.236,9.39,10.042,9.613,15.911,16.159000000000002,15.312000000000001,16.707,16.919,17.242,18.405,16.276,17.504,20.723000000000003,17.355,17.489,15.833,16.105,16.983,16.968,19.104,17.412,17.023,16.46,20.768,20.56,19.750999999999998,22.465999999999998,24.191,26.57,28.590999999999998,32.25,32.574,37.943000000000005,42.413999999999994,45.236000000000004,44.095,44.218999999999994,46.958999999999996,46.678999999999995,45.556000000000004,45.236000000000004,46.345,45.121,40.052,39.968,37.866,37.864000000000004,North America,,"Trinidad and Tobago, Republic of",Trinidad and Tobago,0.078,0.026000000000000002,329625.0,0.0
