country,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Sao Tome and Principe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,3664.0,3664.0,3664.0,3664.0,7328.0,10992.0,7328.0,7328.0,10992.0,10992.0,10992.0,7328.0,10992.0,10992.0,10992.0,10992.0,14656.0,14656.0,14656.0,10992.0,10992.0,14656.0,18320.0,18320.0,29312.0,29312.0,32976.0,32976.0,40304.0,43968.0,47632.0,54960.0,51296.0,54960.0,51296.0,51296.0,47632.0,47632.0,47632.0,47632.0,47632.0,47632.0,47632.0,47632.0,47632.0,47632.0,47632.0,47632.0,47632.0,51296.0,58624.0,65952.0,73280.0,76944.0,84272.0,84272.0,84272.0,91600.0,98928.0,102592.0,113584.0,113584.0,113584.0,114723.63,117519.47,117472.48
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7328.0,25648.0,205184.0,1652464.0,2147104.0,1810016.0,1901616.0,1993216.0,3260960.0,8811920.0,25153360.0,37731872.0,17942608.0,18385952.0,5140592.0,0.0,0.0,476320.0,1238432.0,2114128.0,1630480.0,2099472.0,3359888.0,1853686.84,2674363.41,3568319.98,6250041.1,6938813.67,7041167.94,4216253.66,6407325.66,25485476.5,29079117.6,35270950.73,45251330.14,59756641.82,70281676.42,95053509.03,98701808.2,83260764.66,101459456.0,118070284.3,115024274.7,138004311.5,169239790.7,175303419.6,157891439.0,160834688.3,155510244.5,172418543.7,204600571.7,190443734.2,202247675.5,203419217.6,185485266.4,267386176.1,285074114.5,313327384.8,307473247.7,234711948.7,258263647.3,215796742.0,207230515.8,225976480.8,296353320.6,296574890.6,325681176.8,326517114.2,394584793.8,395854759.6,431291967.7,386507147.4,432336409.8,465844308.7,517715947.4,497659010.0,563179493.4,540805232.0,601896064.8,620882957.2,631549206.5,635011087.9
Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355408.0,387700.53,827380.53,812665.1,812665.1,860267.39,922495.95,1692025.1,1717643.39,699140.53,0.0,490143.95,1307067.38,1351035.38,1453241.07,1548683.36,1848982.78,2577999.92,1769695.81,2237335.65,2619596.53,2888138.9,3336440.93,3279857.02,3036573.34,2611410.69,3284168.06,2650504.24,2636478.16,2424573.56,2710808.73,3661877.22,3139035.39,3377965.66,3423447.96,3537975.01,3836754.0,3428955.57,3663244.19,3182354.58,3333059.03,3603572.13,3809306.06,4180223.21,4345856.24,4804898.17,4988506.8,5539577.5,4421762.37,4826645.02,4739033.55,4203728.2,7280072.95,7819427.33,7362867.01,7849940.62,8305812.93,8114907.2,8541600.23,9318459.91
Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13896227.77,15179221.24,15910792.65,16327141.99,18163274.14,20578447.58,21173068.71,20980450.88,21191828.88,22665206.22,23499736.49,30710491.44,33092457.29,31007055.69,37035348.49,37188687.75,38795359.45,40031059.69,38915180.65,43480091.86,47286961.94,46483358.71,50581717.0,46448238.6,50018884.79,52751057.17,53808074.58,56190794.4,55829235.44,57779347.94,57648582.96,57607543.09,40718952.67,43293823.23,37740784.05,36698427.69,38775202.1,45392750.37,48792684.32,51379641.86,35440108.3,39380545.58,42277557.56,45173016.78,48298465.12,52737826.27,49879228.71,53759585.19,52185841.74,51789739.64,45926000.32,45696360.0,48957080.0,43724476.0,44545828.0,37189122.0,41337481.68,43350996.18,45092772.9
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,29312.0,32976.0,43968.0,47632.0,54960.0,58624.0,80608.0,84272.0,76944.0,120912.0,95264.0,98928.0,84272.0,98928.0,98928.0,150224.0,164880.0,201520.0,197856.0,234496.0,150224.0,172208.0,172208.0,183200.0,201520.0,197856.0,234496.0,340752.0,432352.0,509296.0,571584.0,633872.0,538608.0,549600.0,736464.0,688832.0,732800.0,641200.0,692496.0,523952.0,443344.0,340752.0,439680.0,403040.0,494640.0,539715.31,582971.55,609048.19
Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157552.0,95264.0,179536.0,168544.0,124576.0,183200.0,179536.0,388384.0,208848.0,234496.0,714480.0,289456.0,326096.0,370064.0,304112.0,282128.0,300448.0,252816.0,362736.0,1084544.0,857376.0,802416.0,677840.0,538608.0,520288.0,523952.0,450672.0,512960.0,710816.0,677840.0,608224.0,692496.0,553264.0,688832.0,615552.0,663184.0,674176.0,498304.0,458000.0,373728.0,487312.0,545936.0,447008.0,447008.0,461664.0,348080.0,392048.0,362736.0,362736.0,344416.0,388384.0,512960.0,534944.0,567920.0,553264.0,461664.0,615552.0,516624.0,534944.0,534944.0,575248.0,743792.0,861040.0,1033248.0,1139504.0,1153970.93,1235190.88,1392486.97
Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729408.0,2297328.0,1799024.0,1392320.0,2092144.0,2575286.83,3395755.39,3699837.67,2527327.95,672601.06,3053874.18,5413103.88,7197234.15,18192482.13,16577133.58,22218088.92,21199407.77,21946774.63,24517803.14,29998523.05,28264945.82,33108248.6,36057263.37,31343282.98,26740552.97,29605759.12,34810361.2,33216836.69,33266609.21,34876516.4,32460519.69,35949200.39,41708704.46,44290565.9,45049407.64,48212663.64,50871112.83,61344561.04,41841788.29,49349249.79,58071754.09,48356410.64,49870518.41,48856301.08,49442096.38,47172700.62,31092573.18,28450960.0,30334256.0,30773936.0,19910176.0,36105056.0,55886992.0,55597536.0,45184448.0,36343216.0,55630512.0,56326672.0,60720563.87,62829145.54,64765076.29
Sint Maarten (Dutch part),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210052.54,1040480.09,1085882.85,1192510.56,1142292.35,1110648.0,996453.16,931788.61,1147795.72,1067308.99,1396823.02,1562267.95,1359675.3,1318400.06,1462519.45,1325623.22,959993.36,2050691.66,1071092.56,912182.87,956897.72,984758.51,937979.9,1048735.13,538985.88,1345916.88,1575338.44,301997.2,268482.43,264475.23,503450.09,539150.6,430227.61,354455.09,547165.0,524578.96,519114.6,485599.83,508185.87,28050.4,210195.88,557729.44,567929.59,547529.29,547893.58,574851.11,569751.04,593794.24,668473.89,642973.52,657909.45,453177.94,578129.73,0.0,0.0,0.0,765009.49,779857.66,779719.17
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29695684.25,31671384.08,34375104.35,36632201.72,38535276.29,40104432.82,39077050.18,38856391.36,38775222.05,40568422.32,43068022.53,49378203.13,51804823.85,52287819.01,52508550.26,53124781.18,55593140.2,57765972.13,59503858.04,60055193.68,58499746.25,59196009.39,58562778.08,57998845.33,58089842.75,60056970.37,59247080.71,59665090.58,59197045.61,58254326.77,56341385.09,61995726.89,53617069.55,49155950.67,46658972.1,43827873.4,44866516.53,45165534.99,45204312.28,44175151.48,43340782.07,41533153.32,43836558.63,42051490.73,42426775.16,42991163.76,42907487.33,42603719.01,40949068.73,41484590.49,37639425.69,38626518.73,37932845.18,36109053.13,35633934.53,33564670.97,33897477.35,33996772.37,35386216.27
Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3992183.44,4360773.47,4570972.44,4690565.28,5218053.02,5911929.44,6082760.2,6027396.83,6088116.04,6511359.25,6751096.8,8822760.74,9502385.35,8896952.74,10621695.33,10658704.02,11112047.64,11457253.21,11126876.44,12425614.36,13507920.07,13266268.47,14430177.05,13234075.94,14252481.22,15032089.62,15331125.92,16005787.13,15887909.04,16507728.5,16447700.21,15074429.75,13995034.23,13996011.39,14292670.05,14633781.17,15244453.58,15905820.13,16232995.89,15948223.64,15323442.1,15430093.6,16363297.02,16508204.0,16270134.59,16630663.55,16928806.56,17124006.01,17259960.28,18197391.32,16310010.1,16352627.37,16340572.4,15800755.06,15167076.94,13512575.97,13599142.03,14399789.23,14609601.22
Solomon Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,3664.0,3664.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,14656.0,14656.0,14656.0,18320.0,25648.0,25648.0,32976.0,36640.0,36640.0,40304.0,47632.0,54960.0,65952.0,65952.0,58624.0,62288.0,80608.0,62288.0,109920.0,102592.0,135568.0,120912.0,142896.0,142896.0,150224.0,153888.0,161216.0,157552.0,161216.0,146560.0,146560.0,142896.0,142896.0,139232.0,142896.0,142896.0,142896.0,142896.0,150224.0,150224.0,157552.0,157552.0,161216.0,161216.0,161216.0,164880.0,179536.0,186864.0,194192.0,197856.0,197856.0,197856.0,201520.0,201520.0,219913.69,222433.67,237499.86
Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47632.0,47632.0,47632.0,47632.0,47632.0,65952.0,69616.0,73280.0,84272.0,87936.0,84272.0,87936.0,106256.0,102592.0,135568.0,131904.0,139232.0,227168.0,153888.0,161216.0,216176.0,186864.0,234496.0,263808.0,329760.0,501968.0,479984.0,798752.0,556928.0,487312.0,813408.0,274800.0,718144.0,934320.0,714480.0,857376.0,923328.0,992944.0,1003655.8,952072.4,729572.14,706501.85,679539.8,639222.06,628216.32,587898.58,567920.0,538608.0,512960.0,490976.0,479984.0,501968.0,586240.0,593568.0,593568.0,593568.0,593568.0,608224.0,600896.0,597232.0,611888.0,604560.0,608224.0,608224.0,608224.0,663649.94,716839.1,748903.71
South Africa,2330304.0,3909488.0,5825760.0,7782336.0,8767952.0,10028368.0,11464656.0,12651792.0,13007200.0,14974768.0,16978976.0,16341440.0,17349040.0,18983184.0,18400608.0,18510528.0,21811792.0,23339680.0,22222160.0,23138160.0,25666320.0,25413504.0,21786144.0,26443088.0,27776784.0,28952928.0,30429520.0,29561152.0,29623440.0,30770272.0,28722096.0,25567392.0,23456928.0,25332896.0,28872320.0,32158928.0,35255008.0,36819536.0,38702832.0,40161104.0,41520448.0,44330736.0,48427088.0,48767840.0,54571616.0,55872336.0,56048208.0,55839360.0,57103440.0,60591568.0,61038576.0,65149584.0,70891072.0,71004656.0,73906544.0,82945632.0,87272816.0,89661744.0,96264272.0,94472870.27,97843512.55,102119846.3,105669994.8,109725151.4,119546017.5,128140038.0,128234886.0,133760108.8,137953754.5,143142849.2,149618186.2,168392259.0,171530144.5,173312749.3,176488266.3,184932403.7,192823896.6,199646341.3,201771190.5,218548121.4,228059734.5,256904460.5,280249044.6,291705185.7,315373262.4,323658910.0,330291111.8,328445122.6,342361770.3,340418466.0,312629945.2,325727173.0,301029332.8,320338088.4,338388667.8,361364140.0,363486466.9,385120690.8,376776275.9,374317561.2,377730906.0,371140576.0,355454058.0,403235268.0,448539068.0,415050850.0,445708664.0,463975000.0,494127156.0,501376938.0,472482580.0,468927239.3,467080646.4,464619057.0,488006183.8,461116585.6,468045403.7,456325215.5
South Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,487312.0,897680.0,1670784.0,2176416.0,2183744.0,2923872.0,3462480.0,4693584.0,5158912.0,6444976.0,7555168.0,8214688.0,9009776.0,11221375.92,12540118.76,14448706.17,17261588.4,21083170.11,22195154.01,24978308.22,29982232.73,35113238.32,37197142.07,42468220.65,53716353.0,58549776.1,60277321.56,73031868.23,75633062.58,81783998.71,93270791.89,105691588.4,113401741.9,133218860.1,134888634.0,139777507.0,141983230.7,151037772.1,164048804.7,178484827.8,182671831.2,192939850.2,222307858.4,236248187.1,247438196.7,262038316.3,282194043.0,321837776.4,344263753.4,373992430.8,401529873.6,427786068.0,363548260.1,398325257.6,445440883.6,448550576.0,463628014.2,462407318.0,478605780.5,459345663.5,465605909.8,493353218.0,505782554.4,506764540.7,565960924.7,588435086.6,583631976.4,591539733.6,586548009.4,590557520.6,595073678.8,616096686.8
South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113889.33,113278.67,115416.0,123660.0,139842.67,154804.0,202130.67,220145.33,265334.67,258617.33,348385.33,404261.33,414948.0,447924.0,451893.33,473266.67,352965.33,312661.33,316936.0,286402.67,297394.67,312050.67,303196.0,318768.0,325485.33,291898.67,339225.33,353881.33,279074.67,403650.67,312966.67,434794.67,407314.67,364568.0,251594.67,345332.0,357850.67,369148.0,451282.67,391132.0,424108.0,460748.0,530364.0,676008.0,755394.67,954472.0,914473.33,1000272.0,1176144.0,1241790.67,1295834.67,1327284.0,1303773.33,0.0,0.0,0.0,1631139.61,1761869.59,1840678.99
Spain,11219168.0,11805408.0,12336688.0,12175472.0,12992544.0,13571456.0,13860912.0,14095408.0,14784240.0,15165296.0,14894160.0,14729280.0,15982368.0,17418656.0,17301408.0,15311856.0,17865664.0,15850464.0,16733488.0,15927408.0,14055104.0,14846528.0,14941792.0,17213472.0,18389616.0,19052800.0,18378624.0,21445392.0,21515008.0,23977216.0,23643792.0,22537264.0,21181584.0,18712048.0,20250928.0,22460320.0,8057136.0,5246848.0,13223376.0,15718560.0,21624928.0,21515008.0,23064880.0,23856304.0,25798224.0,28275088.0,28095552.0,31180640.0,32723184.0,35764304.0,33045616.0,33126224.0,37614624.0,38944656.0,39739744.0,40289344.0,42352176.0,50233440.0,55894320.0,52078931.31,48865573.59,53606857.97,59975849.82,58742903.44,64323808.41,71020450.44,77617014.48,86393976.46,97017237.85,96736940.41,116766483.2,128458534.2,144716211.2,154957259.3,172665591.5,181053492.4,197745774.8,194828866.9,199513615.2,202746246.1,213911586.2,206095823.5,208598128.4,203434691.2,197666793.1,199931000.8,189112201.4,189507602.9,197457397.7,224884845.3,231895048.4,241464996.6,250326924.4,241817825.8,254234048.2,267832186.9,255447995.9,268058721.8,276635970.8,300176561.0,311926058.9,313891993.7,334007115.6,337979232.9,354285655.6,368964132.6,360279239.6,368133603.0,336490118.5,297248141.0,283877489.7,284594749.3,279271283.7,252682710.7,255195739.0,271727199.5,260985896.0,281421987.1
Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1626816.0,1546208.0,1938256.0,2066496.0,1784368.0,1663456.0,1417968.0,2319312.0,1949248.0,2055117.69,2256667.41,2333641.13,2560779.41,2531526.84,2271382.84,2656043.41,2659737.13,2945083.39,3238084.52,4315062.8,3593076.5,3193462.77,3537878.77,3684290.19,2929298.18,2892985.06,2798767.31,2911030.74,3435544.34,3809015.72,3388599.13,4005592.2,4466888.73,4854897.93,3852101.33,3916565.79,3660301.47,4026917.15,3456637.88,3447011.0,3829432.12,4137030.16,5105983.75,4975607.38,5435782.0,5815497.85,6970167.52,7519559.47,7736311.65,8517572.13,10133816.82,10327266.07,10946683.17,10952128.15,12146168.79,11935194.05,11793656.59,12151310.26,11987816.3,12943484.25,13050301.14,14886602.36,15775749.77,15253298.29,18158931.55,20713437.7,21950727.06,23138426.06
Statistical differences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132394976.0,66494272.0,86235904.0,139957472.0,131559584.0,188703328.0,184764528.0,239570640.0,247158784.0,214537389.7,141804128.0,6151856.0,-29377952.0,-132765040.0,-121974560.0,-17847344.0,-93736112.0,-13007200.0,50475264.0,-418377504.0,110597840.0,-9108704.0,-85799888.0,-110436624.0,-357884864.0,-241585840.0,-360728128.0,-48027712.0,-272304816.0,-315239568.0,-187820304.0,-581499017.7,-311707026.9,-320640450.1,-603904195.4,-382923420.4,-415290520.4,-601406772.8,-335278003.0,-197686138.5,-565757974.1,-625522256.7,-271153713.6,-470695645.7,-364016570.9,-325533728.8,-212372213.8,-165209053.0,-488640473.9,-204836709.7,-103698554.3,-172010026.3,-60312512.43,-1774597.04,161034286.1,155499749.8,143390525.2,227584343.4,256677450.8
Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549600.0,721808.0,758448.0,831728.0,817072.0,926992.0,897680.0,1154160.0,1289728.0,1366672.0,1359344.0,1384992.0,1483920.0,1678112.0,1857648.0,2425568.0,2641744.0,3184016.0,3103408.0,4180624.0,4851136.0,4979376.0,5375088.0,5422720.0,5679200.0,4235584.0,3751936.0,3803232.0,3436832.0,3568736.0,3744608.0,3638352.0,3825216.0,3905824.0,3502784.0,4070704.0,4246576.0,3348896.0,4843808.0,3755600.0,5217536.0,4887776.0,4374816.0,3019136.0,4143984.0,4294208.0,4429776.0,5415392.0,4693584.0,5089296.0,5528976.0,6364368.0,8112096.0,9064736.0,11453664.0,10973680.0,12003264.0,14113728.0,14901488.0,15550016.0,15927408.0,15645280.0,0.0,0.0,0.0,16296886.34,17487874.86,18205851.66
Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212512.0,234496.0,267472.0,311440.0,337088.0,311440.0,340752.0,373728.0,318768.0,366400.0,432352.0,428688.0,494640.0,531280.0,604560.0,795088.0,1095536.0,1333696.0,1450944.0,1520560.0,1608496.0,1714543.99,1743826.27,2106562.27,1600989.7,2018745.14,1996527.99,1897526.86,2391860.57,2292768.01,2369414.87,2028324.6,1870566.89,1372057.18,1552032.03,1595856.04,1756928.04,1756784.04,1873888.05,1851760.05,1767344.06,2049453.5,2064090.95,2038424.4,2041720.96,2060019.76,2081982.55,2103945.35,2103924.14,2122222.94,2191817.73,2363353.38,1560629.81,1538338.24,1556350.67,1589019.1,1739055.57,1756870.75,1935706.62,1995348.42,2395354.87,1959774.25,2244350.25,1902155.61,1975786.33,1997218.84,2030780.15,2053666.75
Swaziland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,32976.0,3664.0,0.0,0.0,10992.0,80608.0,201520.0,227168.0,278464.0,304112.0,366400.0,399376.0,381056.0,370064.0,311440.0,337088.0,333424.0,340752.0,439680.0,447008.0,465328.0,436016.0,436016.0,271136.0,333424.0,439680.0,458000.0,436016.0,436016.0,436016.0,425024.0,326096.0,263808.0,131904.0,483648.0,454336.0,340752.0,1201792.0,1212784.0,1238432.0,1187136.0,1143168.0,1124848.0,1040576.0,1029584.0,1018592.0,1014928.0,1062560.0,1095536.0,1044240.0,1036912.0,1047904.0,1205456.0,1088208.0,1201792.0,1233241.07,1241212.13,1343750.9
Sweden,9170992.0,8522464.0,8925504.0,9804864.0,10325152.0,10163936.0,11292448.0,12772704.0,13644736.0,12560192.0,12988880.0,12651792.0,14018464.0,15758864.0,14846528.0,14949120.0,15758864.0,6763744.0,8002176.0,7679744.0,10402096.0,6012624.0,9944096.0,12098528.0,14439824.0,12897280.0,12534544.0,17627504.0,16246176.0,19371568.0,18931888.0,18942880.0,18737696.0,19518128.0,21734848.0,22867024.0,25050768.0,28945600.0,26138976.0,29304672.0,18477552.0,15044384.0,13025520.0,15839472.0,12446608.0,4554352.0,17382016.0,25098400.0,30806912.0,26838800.0,28663472.0,33444992.0,34529536.0,32558304.0,34503888.0,39105872.0,43385424.0,38853056.0,42081040.0,42388397.09,49170520.52,48799505.62,51272586.75,55313057.56,60368070.06,62562211.74,72517359.17,68929738.57,77606031.14,86381132.84,92287025.39,84508955.17,84703400.87,87289810.93,79823137.23,80760470.8,88241245.8,85740808.6,79476914.57,84869066.08,71714240.57,69389080.86,62257370.16,58268975.52,57308845.95,62364730.08,62010522.62,59695576.5,57426039.42,55521821.86,57506342.82,57713493.44,57447091.7,57395714.04,59845492.34,59276126.28,63194022.88,58132710.66,58717075.01,55856974.06,54724980.5,55682290.71,56641312.84,57224353.61,56443340.56,53843310.57,53672750.5,52816477.68,50723095.64,47153238.82,52927274.75,48969956.41,46403566.28,44768997.2,43225705.7,43385556.99,42568017.92,41501525.09
